transaction_id,customer_name,product_name,category,price,quantity,date,payment_method,transaction_date,shipping_city,rating,is_valid_price
TRX00439,"Dr. Nurul Marbun, S.Pt",Recusandae Pro,Olahraga,250000.0,5,20/06/2026,Transfer Bank,2026-06-20,Kupang,3.0,True
TRX00076,"Kiandra Lailasari, S.Sos",Exercitationem,Olahraga,120000.0,1,01/07/2026,E-Wallet,2026-07-01,Tomohon,,True
TRX00452,Mahesa Iswahyudi,Necessitatibus,Fashion,250000.0,3,2026-08-03,Transfer Bank,2026-08-03,Tanjungbalai,,True
TRX00016,Cahyo Melani,Possimus,Elektronik,250000.0,4,2026-06-26,COD,2026-06-26,Binjai,3.0,True
TRX00211,"Mustika Rahayu, M.Kom.",Qui Max,Kesehatan,25000.0,5,17/08/2026,COD,2026-08-17,Jayapura,3.0,True
TRX00181,"Kartika Pratama, M.M.",Numquam Pro,Olahraga,500000.0,5,11/09/2026,COD,2026-09-11,Bengkulu,1.0,True
TRX00398,Vanya Saputra,Corporis Pro,Rumah Tangga,120000.0,5,29-06-2026,Transfer Bank,2026-06-29,Palangkaraya,1.0,True
TRX00020,Maya Manullang,Odit Pro,Olahraga,75000.0,5,2026-06-18,Transfer Bank,2026-06-18,Pekalongan,1.0,True
TRX00341,Jaeman Sudiati,Minima Basic,Kesehatan,500000.0,1,25-07-2026,E-Wallet,2026-07-25,Tomohon,3.0,True
TRX00057,Mahmud Prayoga,Vel Lite,Elektronik,5000000.0,4,27-06-2026,Kartu Kredit,2026-06-27,Solok,4.0,True
TRX00279,Cahya Hidayanto,Odio Basic,Kesehatan,25000.0,3,03-07-2026,Transfer Bank,2026-07-03,Bekasi,1.0,True
TRX00468,"Ilyas Pratama, S.Pt",Consequuntur Lite,Fashion,500000.0,5,30-06-2026,E-Wallet,2026-06-30,Semarang,2.0,True
TRX00155,"Niyaga Januar, M.M.",Doloremque Lite,Olahraga,25000.0,3,19-08-2026,COD,2026-08-19,Banjar,,True
TRX00026,Drs. Indra Prabowo,Quis Basic,Elektronik,50000.0,4,24/08/2026,COD,2026-08-24,Tasikmalaya,3.0,True
TRX00266,Humaira Maheswara,Maxime Lite,Rumah Tangga,1200000.0,4,27/07/2026,Transfer Bank,2026-07-27,Tidore Kepulauan,,True
TRX00043,Wardaya Purnawati,Expedita Max,Kesehatan,5000000.0,5,2026-08-09,Transfer Bank,2026-08-09,Solok,5.0,True
TRX00313,Ella Novitasari,Suscipit,Kesehatan,500000.0,4,2026-08-21,E-Wallet,2026-08-21,Bontang,5.0,True
TRX00413,Dina Usada,Incidunt Basic,Kesehatan,750000.0,3,2026-07-09,E-Wallet,2026-07-09,Tasikmalaya,,True
TRX00457,"Prabowo Hardiansyah, S.Gz",Consequuntur Max,Fashion,1200000.0,5,13/08/2026,COD,2026-08-13,Banda Aceh,,True
TRX00285,Ihsan Hastuti,Vero Basic,Olahraga,50000.0,3,03-08-2026,E-Wallet,2026-08-03,Purwokerto,1.0,True
TRX00127,Asmuni Marbun,Inventore Basic,Elektronik,25000.0,3,2026-08-10,E-Wallet,2026-08-10,Palembang,5.0,True
TRX00335,Tgk. Bakianto Wacana,Velit Pro,Olahraga,120000.0,1,2026-06-26,E-Wallet,2026-06-26,Pariaman,2.0,True
TRX00032,"drg. Respati Wasita, S.Kom",Consequatur Pro,Rumah Tangga,25000.0,1,26-06-2026,COD,2026-06-26,Manado,1.0,True
TRX00114,Ghaliyati Tarihoran,Dolorum Basic,Olahraga,250000.0,1,2026-07-15,COD,2026-07-15,Kota Administrasi Jakarta Utara,,True
TRX00256,Erik Aryani,A Max,Olahraga,150000.0,2,2026-08-12,E-Wallet,2026-08-12,Samarinda,,True
TRX00219,drg. Paramita Hutapea,Nam Basic,Buku,120000.0,2,04-09-2026,COD,2026-09-04,Jayapura,,True
TRX00417,Maryadi Widiastuti,Libero,Olahraga,1200000.0,3,2026-07-02,Transfer Bank,2026-07-02,Salatiga,3.0,True
TRX00058,"Eva Prakasa, S.E.",Dolorum Basic,Olahraga,15000.0,5,05/09/2026,Transfer Bank,2026-09-05,Cirebon,4.0,True
TRX00397,Jamalia Tarihoran,Corrupti Basic,Elektronik,75000.0,2,2026-06-26,Transfer Bank,2026-06-26,Palembang,3.0,True
TRX00025,"Dr. Pranata Mahendra, S.E.I",Unde Basic,Olahraga,25000.0,1,2026-07-30,E-Wallet,2026-07-30,Kota Administrasi Jakarta Selatan,2.0,True
TRX00018,Rina Hastuti,Quia Lite,Fashion,1200000.0,5,10/07/2026,Kartu Kredit,2026-07-10,Tangerang Selatan,,True
TRX00193,Atmaja Mahendra,Harum Max,Rumah Tangga,750000.0,4,13/08/2026,Transfer Bank,2026-08-13,Metro,4.0,True
TRX00067,Betania Widiastuti,Iure Max,Olahraga,500000.0,3,13-08-2026,COD,2026-08-13,Tebingtinggi,4.0,True
TRX00287,R.M. Gadang Marbun,Dolorem,Buku,50000.0,5,17/07/2026,COD,2026-07-17,Malang,4.0,True
TRX00423,Cinta Farida,Voluptatem Max,Olahraga,500000.0,4,28/07/2026,Kartu Kredit,2026-07-28,Langsa,4.0,True
TRX00095,R. Halima Mahendra,Pariatur Max,Rumah Tangga,1200000.0,4,17/08/2026,E-Wallet,2026-08-17,Pangkalpinang,5.0,True
TRX00312,Hani Yolanda,Repellendus Pro,Elektronik,250000.0,1,2026-08-08,Transfer Bank,2026-08-08,Sawahlunto,4.0,True
TRX00369,Vicky Suryono,Modi Pro,Olahraga,250000.0,3,29/07/2026,COD,2026-07-29,Lhokseumawe,5.0,True
TRX00024,Dimas Purnawati,Beatae Lite,Olahraga,1200000.0,2,2026-06-25,COD,2026-06-25,Batam,1.0,True
TRX00272,"Dt. Bahuraksa Winarsih, S.Sos",Maiores Basic,Buku,12000000.0,2,2026-08-03,COD,2026-08-03,Bandar Lampung,,True
TRX00300,Najwa Damanik,Consectetur Basic,Kesehatan,2500000.0,3,11-09-2026,E-Wallet,2026-09-11,Kendari,3.0,True
TRX00374,Ir. Warsa Sirait,Facere Max,Elektronik,500000.0,1,25-08-2026,Kartu Kredit,2026-08-25,Tebingtinggi,5.0,True
TRX00006,Harjasa Kuswoyo,Magnam Max,Olahraga,75000.0,1,02-09-2026,E-Wallet,2026-09-02,Banjar,,True
TRX00117,Aslijan Ramadan,Perferendis Pro,Kesehatan,1200000.0,1,2026-06-28,E-Wallet,2026-06-28,Padang,,True
TRX00046,"Eja Haryanti, S.Psi",Aut Lite,Kesehatan,5000000.0,1,18-06-2026,COD,2026-06-18,Batu,3.0,True
TRX00186,"R. Diah Namaga, S.T.",Doloribus,Kesehatan,1200000.0,5,27-06-2026,Transfer Bank,2026-06-27,Blitar,,True
TRX00017,Lutfan Manullang,Vero Lite,Elektronik,75000.0,5,2026-07-25,Kartu Kredit,2026-07-25,Meulaboh,5.0,True
TRX00478,"Kawaca Nasyiah, M.Ak",Dolor Basic,Buku,50000.0,1,12/07/2026,E-Wallet,2026-07-12,Bau-Bau,,True
TRX00368,"drg. Vinsen Prasasta, M.Ak",Voluptatibus Pro,Buku,500000.0,1,2026-07-06,E-Wallet,2026-07-06,Purwokerto,1.0,True
TRX00004,Rini Setiawan,Ab Lite,Kesehatan,25000.0,1,2026-08-25,COD,2026-08-25,Tanjungpinang,,True
TRX00235,Hj. Dinda Tampubolon,Ipsa Lite,Olahraga,75000.0,1,13-09-2026,COD,2026-09-13,Blitar,5.0,True
TRX00385,"Raden Hutapea, S.Gz",Consectetur Basic,Rumah Tangga,15000.0,5,24/07/2026,E-Wallet,2026-07-24,Purwokerto,4.0,True
TRX00061,Yuni Pradana,Et Pro,Elektronik,500000.0,2,2026-06-20,Transfer Bank,2026-06-20,Padang,4.0,True
TRX00111,"Mutia Saputra, S.Pd",Explicabo Lite,Buku,250000.0,1,08/07/2026,Transfer Bank,2026-07-08,Lubuklinggau,1.0,True
TRX00410,Indah Wijaya,Maiores,Elektronik,50000.0,4,2026-06-28,Kartu Kredit,2026-06-28,Semarang,,True
TRX00421,Jayadi Jailani,Impedit,Olahraga,50000.0,4,25-07-2026,Transfer Bank,2026-07-25,Binjai,5.0,True
TRX00030,Satya Sitompul,Aut,Fashion,15000.0,5,03/08/2026,COD,2026-08-03,Surakarta,,True
TRX00275,Mustika Hartati,Maxime,Elektronik,500000.0,3,2026-07-21,Transfer Bank,2026-07-21,Samarinda,,True
TRX00303,Teguh Saptono,Maiores Lite,Elektronik,500000.0,3,25/08/2026,Transfer Bank,2026-08-25,Banjar,4.0,True
TRX00027,Lalita Winarsih,Totam Basic,Buku,1200000.0,2,21/07/2026,E-Wallet,2026-07-21,Bitung,5.0,True
TRX00008,dr. Ratih Nababan,Voluptatibus Max,Buku,25000.0,5,24-06-2026,E-Wallet,2026-06-24,Yogyakarta,,True
TRX00182,"Gading Palastri, S.I.Kom",Assumenda Pro,Buku,50000.0,4,23-07-2026,Transfer Bank,2026-07-23,Bitung,4.0,True
TRX00109,Emil Prasetya,Necessitatibus Max,Elektronik,500000.0,3,19-08-2026,Transfer Bank,2026-08-19,Surabaya,,True
TRX00038,Harjasa Adriansyah,Molestias Lite,Olahraga,15000.0,3,11/07/2026,E-Wallet,2026-07-11,Kotamobagu,,True
TRX00158,Bahuwirya Suryatmi,Modi,Buku,15000.0,3,12-08-2026,Kartu Kredit,2026-08-12,Payakumbuh,,True
TRX00482,Nugraha Mandala,Voluptates,Kesehatan,75000.0,1,19-06-2026,E-Wallet,2026-06-19,Malang,,True
TRX00119,"Drs. Warta Sihombing, S.Pt",Expedita Max,Fashion,1200000.0,4,28/06/2026,Transfer Bank,2026-06-28,Sibolga,,True
TRX00115,Asmadi Puspasari,Illum Max,Olahraga,500000.0,3,19-08-2026,E-Wallet,2026-08-19,Subulussalam,5.0,True
TRX00267,Kiandra Sirait,Ea Basic,Olahraga,75000.0,4,2026-08-01,COD,2026-08-01,Medan,,True
TRX00176,Makara Hariyah,Voluptates Basic,Olahraga,500000.0,5,15/07/2026,Transfer Bank,2026-07-15,Binjai,3.0,True
TRX00422,"R. Kamaria Saragih, S.Psi",Odit Basic,Olahraga,50000.0,5,27-08-2026,E-Wallet,2026-08-27,Malang,5.0,True
TRX00350,Edison Wasita,Ducimus Lite,Fashion,15000.0,5,26-08-2026,Transfer Bank,2026-08-26,Medan,,True
TRX00145,Tari Salahudin,Repudiandae Lite,Elektronik,25000.0,5,09/08/2026,COD,2026-08-09,Bukittinggi,,True
TRX00381,H. Endra Nasyiah,Illo Basic,Kesehatan,750000.0,4,19-06-2026,Kartu Kredit,2026-06-19,Cirebon,,True
TRX00392,"H. Cahyono Hutapea, M.TI.",Laborum Max,Fashion,50000.0,5,22/06/2026,Transfer Bank,2026-06-22,Kediri,4.0,True
TRX00212,Rahayu Hakim,Ab Pro,Kesehatan,25000.0,3,06-07-2026,COD,2026-07-06,Yogyakarta,,True
TRX00322,"KH. Cakrabuana Siregar, S.Gz",Illo Pro,Olahraga,250000.0,1,2026-09-11,E-Wallet,2026-09-11,Malang,4.0,True
TRX00495,Wardi Wasita,Alias Basic,Kesehatan,15000.0,1,08/07/2026,Transfer Bank,2026-07-08,Subulussalam,3.0,True
TRX00142,"Humaira Agustina, M.Kom.",Optio Basic,Elektronik,250000.0,5,09-07-2026,Kartu Kredit,2026-07-09,Meulaboh,1.0,True
TRX00377,Salman Hutagalung,Velit,Rumah Tangga,500000.0,4,22/06/2026,E-Wallet,2026-06-22,Padang Sidempuan,,True
TRX00068,Ophelia Saragih,Vel Pro,Rumah Tangga,250000.0,4,24/07/2026,E-Wallet,2026-07-24,Tanjungpinang,3.0,True
TRX00409,Unjani Usada,Porro Lite,Elektronik,500000.0,5,13-09-2026,Kartu Kredit,2026-09-13,Madiun,3.0,True
TRX00169,Ellis Pangestu,Delectus Lite,Buku,250000.0,5,2026-08-27,Transfer Bank,2026-08-27,Pontianak,,True
TRX00434,Hardi Megantara,Quaerat Pro,Kesehatan,1200000.0,2,2026-07-22,COD,2026-07-22,Samarinda,,True
TRX00229,"Drs. Martana Nainggolan, S.Psi",Sed Pro,Olahraga,15000.0,1,2026-07-30,COD,2026-07-30,Banjarmasin,,True
